#{"t_start": 1753906013.745462, "env_id": "None"}
r,l,t
239.944035,50,25.254715
275.576877,50,25.324715
310.404934,50,25.408716
369.169265,50,25.482716
264.444715,50,25.568716
431.820255,50,25.637714
361.082153,50,25.702717
280.412481,50,25.774716
399.169675,50,25.847714
305.665297,50,25.922726
283.459612,50,25.993717
161.169555,50,26.068712
227.628,50,26.135714
126.006666,50,26.20272
230.784203,50,26.272714
247.980969,50,26.343717
268.371082,50,26.411713
101.7,50,26.486714
158.195175,50,26.567714
300.062006,50,26.645717
508.521673,50,26.720716
365.741332,50,26.792716
395.645869,50,26.867715
469.547378,50,26.948717
256.405629,50,27.035715
401.023823,50,27.101716
225.884073,50,27.182715
27.3,50,29.477829
349.125082,50,29.538828
305.017284,50,29.605828
258.208616,50,29.676827
400.607293,50,29.746829
400.348902,50,29.823827
232.476713,50,29.89283
456.089614,50,29.962829
264.543701,50,30.032829
427.408077,50,30.100828
147.116664,50,30.168826
608.629278,50,30.236826
318.111589,50,30.312826
227.249032,50,30.379827
259.190726,50,30.458834
253.928101,50,30.529826
153.911266,50,30.594826
221.053925,50,30.665824
208.515772,50,30.734828
326.806675,50,30.807829
482.977226,50,30.882827
308.018057,50,30.95083
279.652201,50,31.017829
432.103833,50,31.087826
283.401631,50,31.159827
318.989846,50,31.230833
349.912402,50,31.316828
478.097579,50,31.394828
467.61001,50,31.465826
188.736991,50,31.541827
335.827111,50,31.605828
405.15632,50,31.670834
373.288335,50,31.742831
430.153373,50,31.812831
224.742285,50,31.885829
192.441169,50,31.954825
225.103138,50,32.027825
188.349803,50,32.094827
482.991793,50,32.158829
185.374635,50,32.22683
236.745487,50,32.298826
499.982963,50,34.642868
518.756341,50,34.713868
274.247843,50,34.780868
219.275372,50,34.852867
281.493013,50,34.931866
290.267502,50,35.000872
297.364092,50,35.076868
383.48875,50,35.151868
160.983715,50,35.222868
283.319589,50,35.296868
483.583475,50,35.372869
167.289049,50,35.440867
233.644829,50,35.50787
528.149275,50,35.583873
229.077733,50,35.65887
91.469454,50,35.728875
460.152678,50,35.805868
290.028753,50,35.920871
394.081327,50,36.00287
484.502037,50,36.075869
210.136675,50,36.15287
522.860266,50,36.224874
212.256138,50,36.290885
493.916852,50,36.366874
426.843941,50,36.434869
550.671312,50,36.512866
629.596327,50,36.59487
339.191753,50,36.670868
212.534548,50,36.741866
348.804342,50,36.808871
580.162599,50,36.875869
323.70982,50,36.94487
392.763408,50,37.017869
290.622741,50,37.093869
308.309469,50,37.164868
325.455735,50,37.242871
522.653194,50,37.306867
276.549948,50,37.36987
239.334695,50,37.439869
275.609377,50,37.511868
247.16205,50,37.577866
199.761094,50,40.170868
385.697616,50,40.239868
387.196672,50,40.306873
252.326934,50,40.384867
393.49986,50,40.453869
458.577729,50,40.52187
521.825811,50,40.591866
305.773503,50,40.657865
267.868575,50,40.726946
376.47976,50,40.792948
578.659637,50,40.866943
438.516152,50,40.944942
457.007495,50,41.017946
115.245784,50,41.086942
436.744381,50,41.152944
555.180446,50,41.222942
342.931569,50,41.294953
691.135878,50,41.372942
165.382238,50,41.456943
462.252595,50,41.527941
346.866248,50,41.603944
261.549707,50,41.669977
465.043427,50,41.740942
697.880829,50,41.809942
112.205064,50,41.879943
759.916458,50,41.966942
260.596911,50,42.037942
438.802506,50,42.104946
725.359064,50,42.182942
665.647355,50,42.248943
411.161718,50,42.321943
491.772992,50,42.387945
279.384508,50,42.450941
339.932541,50,42.521961
460.731469,50,42.59395
308.459619,50,42.659941
367.141331,50,42.724987
209.603164,50,42.796958
199.851267,50,42.868944
283.581765,50,42.937948
427.340964,50,43.007944
290.933137,50,45.33394
349.167209,50,45.40494
414.907208,50,45.476941
198.354687,50,45.548943
279.728083,50,45.62794
479.372941,50,45.702946
503.391492,50,45.772946
636.905303,50,45.843942
282.558645,50,45.920943
377.548843,50,45.997941
282.846792,50,46.094942
241.207841,50,46.223943
362.298636,50,46.322946
607.204866,50,46.409944
434.194474,50,46.479946
239.680889,50,46.547945
421.306886,50,46.631946
491.061371,50,46.698942
493.330882,50,46.778944
338.825836,50,46.845942
377.527267,50,46.918951
356.873894,50,46.983943
567.573431,50,47.067946
554.638,50,47.132943
398.795908,50,47.201948
377.428167,50,47.283945
498.168117,50,47.349944
314.541865,50,47.427942
177.54601,50,47.499943
510.666557,50,47.579942
205.106983,50,47.655942
515.863257,50,47.720955
236.838707,50,47.792962
426.64177,50,47.864948
592.062121,50,47.939941
185.236501,50,48.009943
177.411978,50,48.07795
191.561443,50,48.145942
247.143824,50,48.213948
432.40914,50,48.280945
234.398074,50,48.366948
383.812696,50,51.851955
505.523996,50,52.033949
245.488734,50,52.19894
540.331112,50,52.354944
274.011691,50,52.461946
300.426959,50,52.535948
579.810593,50,52.617945
370.482942,50,52.690941
126.2,50,52.760943
536.120226,50,52.83995
174.87625,50,52.917951
274.027519,50,53.002946
538.786063,50,53.08295
526.175703,50,53.171944
222.865868,50,53.239951
191.166908,50,53.314945
492.675613,50,53.384294
528.253888,50,53.457944
331.578557,50,53.536942
500.299243,50,53.627944
474.474573,50,53.704947
350.198089,50,53.782946
267.513151,50,53.860977
240.770023,50,53.938943
651.184389,50,54.016941
406.526688,50,54.092946
487.240122,50,54.180945
337.32865,50,54.252941
285.099666,50,54.329942
323.616057,50,54.404942
522.272667,50,54.484941
532.736573,50,54.556941
221.394193,50,54.630946
423.02646,50,54.722947
275.646024,50,54.800941
533.807909,50,54.878944
557.917395,50,54.953942
571.307393,50,55.034945
363.868065,50,55.111942
376.435551,50,55.20194
343.365266,50,55.283941
310.811108,50,57.926941
241.699964,50,58.018942
507.608976,50,58.114945
400.134621,50,58.193948
571.240362,50,58.275944
282.105696,50,58.364942
244.73734,50,58.463945
333.541796,50,58.553942
307.856221,50,58.643946
256.525475,50,58.732943
294.819532,50,58.822944
242.395165,50,58.920943
347.537984,50,59.008946
550.146498,50,59.092945
409.209029,50,59.180944
244.644151,50,59.266946
235.108321,50,59.355943
560.477578,50,59.444944
400.955106,50,59.532945
398.256968,50,59.616951
455.684092,50,59.707945
430.376135,50,59.79294
367.111579,50,59.881943
426.458528,50,59.977945
305.374057,50,60.075949
161.412925,50,60.160945
298.980419,50,60.272942
262.940643,50,60.399945
465.988351,50,60.503946
418.461373,50,60.604942
462.641269,50,60.693946
184.929754,50,60.792941
314.092744,50,60.879942
441.942768,50,60.99495
519.415965,50,61.091947
170.025896,50,61.185944
277.786229,50,61.277945
436.18269,50,61.384949
245.93196,50,61.551944
401.221877,50,61.662944
349.834444,50,61.760952
425.752611,50,65.591949
141.585607,50,65.759482
284.175416,50,65.905484
45.435396,50,66.039479
460.549852,50,66.153483
456.899882,50,66.35949
360.604541,50,66.566548
238.719419,50,66.756551
382.548868,50,66.928547
208.449696,50,67.104554
209.708648,50,67.347553
130.617038,50,67.569549
662.720825,50,67.688549
584.591679,50,67.822549
356.548178,50,68.003548
252.865927,50,68.12755
408.801839,50,68.27355
408.003586,50,68.489546
509.324349,50,68.687555
375.512429,50,68.876552
320.817963,50,69.132549
574.227159,50,72.804551
208.580254,50,72.998553
246.535739,50,73.202548
464.352044,50,73.442549
474.506191,50,73.73055
413.97714,50,73.927547
143.952123,50,74.09855
275.254377,50,74.33055
255.21569,50,74.79855
464.433795,50,75.056554
467.803802,50,75.231549
774.787354,50,75.416579
556.918822,50,75.899431
484.166066,50,76.064426
157.813804,50,76.228426
481.068265,50,76.381432
499.694259,50,76.847428
312.872962,50,77.266433
318.410325,50,77.537439
333.229021,50,77.733426
400.37764,50,85.394068
492.925107,50,85.501031
455.346622,50,85.605031
438.520792,50,85.742035
332.168634,50,85.87404
678.585861,50,86.008032
376.202039,50,86.123035
608.827578,50,86.231031
593.268743,50,86.346033
534.742645,50,86.931032
159.046102,50,87.068031
398.817715,50,87.183038
493.560447,50,87.340033
296.685307,50,87.46903
470.789503,50,87.572032
383.851938,50,87.678036
394.95903,50,87.81303
378.77583,50,87.935041
333.632623,50,88.053035
623.100271,50,88.162035
244.810707,50,88.273029
372.972354,50,88.391033
490.601855,50,88.49305
461.455129,50,88.607034
395.276019,50,88.720031
437.908929,50,88.828033
109.169647,50,88.94103
541.956113,50,89.049035
421.403778,50,89.158033
308.324627,50,89.273031
450.385317,50,89.380038
435.073949,50,89.488041
368.117027,50,89.594036
414.974787,50,89.697041
786.586909,50,89.80704
428.79566,50,89.917032
237.716892,50,90.029031
683.328333,50,90.146038
409.705448,50,90.267034
218.390843,50,90.379032
288.913281,50,90.493031
372.034281,50,94.176035
247.300002,50,94.291028
411.663105,50,94.39904
410.426311,50,94.517032
321.097264,50,94.630034
552.044759,50,94.741031
265.156693,50,94.847037
817.251626,50,94.954036
236.63156,50,95.05803
735.782212,50,95.179035
752.848844,50,95.286034
408.200246,50,95.399036
527.619877,50,95.514034
333.98406,50,95.623043
432.617204,50,95.736033
224.147995,50,95.862036
581.864461,50,95.972033
513.389409,50,96.077035
514.760343,50,96.199042
497.173555,50,96.317034
528.028806,50,96.429034
437.315903,50,96.603031
447.12886,50,96.720032
548.985708,50,96.826035
504.68755,50,96.931033
241.875041,50,97.046034
427.404168,50,97.153038
307.060309,50,97.26604
459.862081,50,97.36904
398.880878,50,97.482033
476.302337,50,97.596037
414.655298,50,97.70303
477.679121,50,97.817037
414.129251,50,97.933029
380.842796,50,98.041034
387.88789,50,98.15103
507.169485,50,98.263035
564.086682,50,98.375034
284.834101,50,98.48104
470.29533,50,98.595033
367.304161,50,98.705034
311.840183,50,102.344034
330.839025,50,102.458034
289.952685,50,102.570032
294.051585,50,102.677032
565.204103,50,102.789034
502.109082,50,102.895033
393.149214,50,103.004032
524.951103,50,103.117036
504.009588,50,103.571033
177.071101,50,103.685034
257.508043,50,103.797034
463.949883,50,103.908037
609.564698,50,104.019036
453.006033,50,104.131032
477.897973,50,104.242035
437.789272,50,104.345033
563.429919,50,104.459034
339.26366,50,104.573042
688.832977,50,104.682033
557.106284,50,104.788038
600.850206,50,104.902031
336.209784,50,105.003041
407.448555,50,105.107041
393.73275,50,105.218031
651.899819,50,105.331033
607.230352,50,105.437042
230.601592,50,105.543067
316.462598,50,105.648061
229.590459,50,105.76006
676.526849,50,105.870067
298.873859,50,105.979065
555.690328,50,106.095099
585.322184,50,106.209094
432.528849,50,106.305093
343.3716,50,106.396088
529.101162,50,106.488093
393.469487,50,106.581097
254.380588,50,106.675091
478.125742,50,106.77609
721.91469,50,106.877623
342.217156,50,106.975626
410.458582,50,113.642619
352.267907,50,113.779622
390.099221,50,113.961658
283.662059,50,114.093621
479.008857,50,114.240619
599.627014,50,114.467625
233.800406,50,114.584617
476.623612,50,114.782622
411.5611,50,114.932623
220.102177,50,115.110152
496.985274,50,115.407154
316.740668,50,115.522151
389.795909,50,115.625152
592.113936,50,115.727151
496.383122,50,115.915167
199.127156,50,116.170155
460.232867,50,116.281152
582.575585,50,116.505169
324.572374,50,116.68715
737.628238,50,116.785151
609.070746,50,116.987191
436.979645,50,117.205151
762.656112,50,117.317151
354.819938,50,117.51615
463.385782,50,117.722151
255.935353,50,117.922902
178.022678,50,118.104906
316.315205,50,118.319902
168.352141,50,118.441902
392.697266,50,118.613907
326.75371,50,118.837906
540.334162,50,118.981906
224.353254,50,119.227903
566.783332,50,119.375901
518.488796,50,119.511905
382.537973,50,119.696921
239.572235,50,119.857917
562.912908,50,119.970905
498.144287,50,120.084903
504.679786,50,120.195902
404.776851,50,120.331903
413.18901,50,123.893907
502.105757,50,123.993902
541.848186,50,124.098904
366.325088,50,124.2019
276.092943,50,124.296901
613.403353,50,124.393904
397.970632,50,124.486909
486.738758,50,124.59391
498.857923,50,124.682903
302.984396,50,124.784901
422.006317,50,124.876902
427.8251,50,124.973899
566.046072,50,125.066904
512.7,50,125.163902
283.754454,50,125.258902
226.579574,50,125.351899
334.745099,50,125.448904
583.811973,50,125.54591
750.437536,50,125.643908
364.396834,50,125.740901
649.467286,50,125.829902
399.623554,50,125.923906
422.647874,50,126.053901
354.581881,50,126.145911
514.596814,50,126.243904
438.660787,50,126.376902
322.480765,50,126.499903
610.112533,50,126.600902
440.069395,50,126.698905
679.122434,50,126.798903
547.01006,50,126.8969
502.247743,50,126.998901
634.979109,50,127.092898
381.606904,50,127.189903
433.805881,50,127.290903
372.883373,50,127.381903
485.069058,50,127.472904
488.153525,50,127.581903
707.129244,50,127.6799
501.711677,50,127.797905
563.035239,50,128.061903
308.651034,50,136.067904
394.944445,50,136.203899
589.255525,50,136.354904
236.679514,50,136.487899
572.869183,50,136.633903
361.182013,50,136.831905
439.496571,50,137.032904
193.845055,50,137.167902
709.897133,50,137.407901
503.0778,50,137.667904
389.17473,50,137.883902
480.075973,50,138.095921
627.661806,50,138.310907
403.174038,50,138.565903
287.361208,50,138.767903
295.730896,50,139.012504
361.163736,50,139.268503
403.7228,50,139.509506
456.440189,50,139.765505
591.908816,50,140.0365
479.39255,50,140.222519
306.743655,50,140.475503
185.827882,50,140.626503
455.075562,50,140.729501
645.298271,50,140.830502
372.582939,50,140.953505
482.479539,50,141.070501
467.100329,50,141.187503
593.784134,50,141.295505
259.531621,50,141.436502
566.730957,50,141.566504
365.678056,50,141.670502
481.165792,50,141.904505
354.031892,50,142.268504
862.84893,50,142.524505
780.649662,50,142.761504
447.283468,50,142.998505
442.755137,50,143.267504
248.253207,50,143.532505
491.009384,50,143.725498
414.39912,50,143.829095
267.439967,50,148.351095
372.017841,50,148.454129
386.322084,50,148.547094
347.267019,50,148.636096
544.207761,50,148.732101
424.980471,50,148.833096
481.307916,50,148.959095
552.9423,50,149.100094
519.168974,50,149.203093
785.271104,50,149.302098
537.036681,50,149.465097
324.301289,50,149.686095
356.047894,50,149.807095
459.782864,50,149.916091
434.975874,50,150.033094
465.981869,50,150.142094
366.567712,50,150.246093
420.08463,50,150.366094
270.530167,50,150.479093
558.82617,50,150.637098
288.5688,50,150.757092
327.907641,50,150.8801
431.748423,50,150.990094
400.740477,50,151.159096
641.762335,50,151.354099
471.390013,50,151.508097
496.370933,50,151.681096
563.970026,50,151.817095
266.361443,50,151.935091
564.029454,50,152.041098
833.938196,50,152.154099
374.495563,50,152.26109
553.881563,50,152.357093
604.131694,50,152.458095
565.248513,50,152.5501
394.902069,50,152.673094
597.194389,50,152.797092
437.474808,50,152.892102
293.298962,50,153.001092
287.152424,50,153.111092
607.888407,50,153.247096
406.678078,50,158.17362
188.016851,50,158.290616
406.353897,50,158.406618
696.29274,50,158.590618
298.467692,50,158.71662
453.756393,50,158.826617
593.403221,50,158.945623
344.007737,50,159.119623
148.974419,50,159.257619
388.412243,50,159.355617
542.300491,50,159.456616
319.531996,50,159.560614
543.166582,50,159.661623
469.509927,50,159.758617
706.744053,50,159.877619
479.462778,50,160.042616
549.918,50,160.179651
315.501412,50,160.291617
375.193022,50,160.597618
613.560524,50,160.933618
718.714095,50,161.119618
344.418897,50,161.26762
545.582721,50,161.509625
370.674432,50,161.827621
226.125588,50,162.132622
669.687166,50,162.344624
330.627802,50,162.630622
440.378056,50,162.828622
676.479178,50,162.973619
259.19946,50,163.169623
527.207998,50,163.356617
489.674433,50,163.483618
618.49802,50,163.593617
296.251734,50,163.714619
278.968383,50,163.827619
673.955337,50,163.937619
546.909286,50,164.040652
624.555652,50,164.145615
