#{"t_start": 1753906836.8329315, "env_id": "None"}
r,l,t
546.822836,50,222.897695
341.45365,50,223.039686
575.830279,50,223.212692
396.498138,50,223.364684
636.932732,50,223.513684
562.723786,50,223.683692
1046.438376,50,223.835693
333.730967,50,223.982686
578.934772,50,224.173688
463.150845,50,224.359685
524.642902,50,224.53269
570.16512,50,224.708693
334.180536,50,224.857684
488.534096,50,225.000686
569.930842,50,225.160693
545.508226,50,225.307687
475.96515,50,225.455721
330.553301,50,225.604694
365.0218,50,225.786567
694.989621,50,225.944566
628.896962,50,226.107563
653.670316,50,226.276567
370.191574,50,226.422564
488.309852,50,226.585563
394.593862,50,226.752562
654.455061,50,226.912562
690.202001,50,227.061564
236.126461,50,227.233563
499.709737,50,227.390561
586.163554,50,227.537569
500.725479,50,227.705567
613.285151,50,227.882562
707.004998,50,228.036562
628.64289,50,228.201563
511.561204,50,228.36157
516.050795,50,228.510572
284.501536,50,228.672641
1150.303828,50,228.835638
655.563978,50,228.988716
417.769156,50,229.152711
491.250396,50,229.311716
529.333313,50,229.459718
484.681266,50,229.619749
286.655732,50,229.781742
488.645216,50,229.946714
452.715581,50,230.110755
361.738054,50,230.293759
720.695095,50,230.442756
926.336075,50,230.587751
532.842519,50,230.744756
564.93221,50,230.890829
790.33473,50,231.066828
511.387255,50,231.238832
360.792386,50,231.386825
348.359932,50,231.557834
562.812625,50,231.724838
297.085191,50,231.859837
481.858263,50,232.008828
517.545244,50,232.167828
474.710377,50,232.331827
628.882444,50,232.476827
492.005962,50,232.635828
697.657278,50,232.797831
496.457998,50,232.961828
560.268217,50,233.117828
568.713102,50,233.310828
390.155299,50,233.499826
549.813545,50,233.668828
411.626371,50,233.821831
317.875068,50,233.964673
488.074797,50,234.132678
473.722406,50,234.300676
610.958336,50,234.452676
508.691394,50,234.613675
332.301002,50,234.789675
770.309369,50,234.951682
384.882914,50,235.119677
501.450611,50,235.291707
313.1037,50,235.449676
424.151606,50,235.616678
600.180784,50,235.789683
438.841239,50,235.946676
540.035613,50,236.094707
479.630016,50,236.254676
572.851093,50,236.410679
479.278006,50,236.549681
566.447518,50,236.710682
427.348666,50,236.864675
419.344821,50,237.03968
467.9372,50,237.207707
478.84861,50,237.353681
349.191095,50,237.495711
535.764318,50,237.648678
717.171136,50,237.812707
246.689737,50,237.958704
601.068455,50,238.117677
510.133166,50,238.293704
294.773335,50,238.449703
509.989586,50,238.599732
632.392347,50,238.760701
319.669764,50,238.905699
390.45813,50,239.071889
402.575912,50,239.25088
307.731321,50,239.40688
283.448023,50,239.579877
649.740736,50,239.754844
484.748962,50,239.907849
614.834842,50,240.077582
522.673895,50,240.253584
302.433932,50,240.409589
520.918168,50,240.563581
489.963845,50,240.73559
400.684285,50,240.891586
455.986298,50,241.039585
615.349605,50,241.201586
474.472661,50,241.365578
619.428674,50,241.523582
545.93063,50,241.680581
415.550963,50,241.829582
430.211376,50,241.996583
509.119526,50,242.177581
552.29818,50,242.332582
310.885946,50,242.488586
359.662082,50,242.643581
677.011529,50,242.803579
656.083538,50,242.941586
598.613274,50,243.096583
577.662715,50,243.259584
507.997064,50,243.482586
497.557368,50,243.658577
422.117738,50,243.833579
437.881193,50,243.979602
507.443543,50,244.144604
302.509956,50,244.305608
404.254149,50,244.448612
431.228532,50,244.609601
343.03851,50,244.779608
457.582599,50,244.937602
519.625827,50,245.096602
589.863107,50,245.2726
201.19055,50,245.424613
310.29552,50,245.573635
404.926081,50,245.736601
1083.074523,50,245.882601
239.870882,50,246.195261
647.43159,50,246.47426
386.774494,50,246.71826
628.635695,50,246.928259
306.135653,50,247.14326
398.194383,50,247.335261
601.422218,50,247.538257
410.591075,50,247.788264
499.947725,50,248.106282
657.326766,50,248.430264
402.820102,50,248.591258
446.6589,50,248.762266
550.89238,50,248.917341
517.387947,50,249.096343
328.251963,50,249.385339
712.20108,50,249.655343
459.238471,50,249.872338
576.038602,50,250.070342
239.752723,50,250.30734
670.505771,50,250.538341
445.082265,50,250.768338
637.835374,50,250.994926
671.141604,50,251.231925
967.391448,50,251.530925
520.674603,50,252.394923
331.588717,50,253.408923
356.624942,50,254.020929
727.426206,50,254.337927
554.063871,50,254.56792
567.033936,50,254.896927
573.491428,50,255.266925
508.498592,50,255.64293
715.231168,50,256.050926
306.966475,50,256.368926
460.922187,50,256.670926
473.658681,50,257.427925
727.053085,50,257.758925
476.839602,50,258.009926
1241.204399,50,258.306446
426.879984,50,258.546449
478.30955,50,258.768444
365.486315,50,258.970446
298.48298,50,259.227447
518.021731,50,259.547449
600.564891,50,259.854448
436.34393,50,260.127448
418.516434,50,260.385445
393.772029,50,260.59145
353.915591,50,260.799447
386.761134,50,260.988445
782.932466,50,261.185448
542.152156,50,261.384445
300.544809,50,261.585445
461.348134,50,261.792446
588.678649,50,261.999446
217.706249,50,262.194451
510.425647,50,262.383448
188.908857,50,262.588448
277.672911,50,262.789448
724.379068,50,262.952446
737.713328,50,263.132448
344.536596,50,263.353454
361.862633,50,263.570448
359.743185,50,263.855447
474.146541,50,264.102449
608.760116,50,264.38145
347.95829,50,264.638451
361.899846,50,264.892449
639.96897,50,265.168446
235.672246,50,265.43145
363.609804,50,265.667447
394.005238,50,265.911446
666.258535,50,266.071445
474.772858,50,266.254447
700.010891,50,266.426446
780.166662,50,266.586451
470.804509,50,266.761454
791.970259,50,266.930445
335.102546,50,267.105444
441.816962,50,267.37645
441.852358,50,267.619451
485.409082,50,267.882449
347.148428,50,268.166447
310.210662,50,268.371446
365.165501,50,268.564451
769.854561,50,268.823451
298.119189,50,269.042449
637.372589,50,269.280445
573.981995,50,269.511447
399.987137,50,269.755451
467.313808,50,269.977453
654.000531,50,270.227448
587.132193,50,270.447449
584.31857,50,270.687451
304.222978,50,270.914448
603.304994,50,271.153449
432.902881,50,271.382451
303.798045,50,271.607449
536.552842,50,271.849445
507.475287,50,272.110447
790.076201,50,272.445449
481.480677,50,272.713447
380.793464,50,272.962453
535.535068,50,273.169445
420.196472,50,273.361445
640.804836,50,273.527447
448.338151,50,273.723448
454.282459,50,273.934453
561.664228,50,274.215451
752.745379,50,274.46245
315.766554,50,274.712447
590.161443,50,274.909447
532.095939,50,275.099447
523.159628,50,275.309445
386.532417,50,275.491454
592.841264,50,275.660456
663.023871,50,275.851444
528.485713,50,276.015445
835.838008,50,276.23845
716.474544,50,276.516447
616.231133,50,276.77445
550.51769,50,277.061448
471.070448,50,277.33045
378.085243,50,277.54945
469.2112,50,277.782448
